weekEnding,county,claims
10/9/2010,ST. CLAIR,10
10/9/2010,ST. FRANCOIS,131
10/9/2010,ST. LOUIS,1605
10/9/2010,ST. LOUIS CITY,699
10/9/2010,STE. GENEVIEVE,38
10/9/2010,STODDARD,39
10/9/2010,STONE,63
10/9/2010,SULLIVAN,8
10/9/2010,TANEY,98
10/9/2010,TEXAS,21
10/9/2010,VERNON,17
10/9/2010,WARREN,63
10/9/2010,WASHINGTON,62
10/9/2010,WAYNE,18
10/9/2010,WEBSTER,51
10/9/2010,WORTH,0
10/9/2010,WRIGHT,20
7/10/2010,ADAIR,41
7/10/2010,ANDREW,26
7/10/2010,ATCHISON,5
7/10/2010,AUDRAIN,36
7/10/2010,BARRY,42
7/10/2010,BARTON,18
7/10/2010,BATES,17
7/10/2010,BENTON,29
7/10/2010,BOLLINGER,25
7/10/2010,BOONE,210
7/10/2010,BUCHANAN,126
7/10/2010,BUTLER,79
7/10/2010,CALDWELL,22
7/10/2010,CALLAWAY,58
7/10/2010,CAMDEN,56
7/10/2010,CAPE GIRARDEAU,103
7/10/2010,CARROLL,11
7/10/2010,CARTER,8
7/10/2010,CASS,148
7/10/2010,CEDAR,17
7/10/2010,CHARITON,7
7/10/2010,CHRISTIAN,103
7/10/2010,CLARK,3
7/10/2010,CLAY,408
7/10/2010,CLINTON,52
7/10/2010,COLE,89
7/10/2010,COOPER,27
7/10/2010,CRAWFORD,63
7/10/2010,DADE,10
7/10/2010,DALLAS,39
7/10/2010,DAVIESS,11
7/10/2010,DEKALB,19
7/10/2010,DENT,13
7/10/2010,DOUGLAS,23
7/10/2010,DUNKLIN,50
7/10/2010,FRANKLIN,204
7/10/2010,GASCONADE,27
7/10/2010,GENTRY,10
7/10/2010,GREENE,427
7/10/2010,GRUNDY,12
7/10/2010,HARRISON,6
7/10/2010,HENRY,52
7/10/2010,HICKORY,15
7/10/2010,HOLT,8
7/10/2010,HOWARD,14
7/10/2010,HOWELL,156
7/10/2010,IRON,15
7/10/2010,JACKSON,408
7/10/2010,JASPER,196
7/10/2010,JEFFERSON,408
7/10/2010,JOHNSON,83
7/10/2010,KNOX,22
7/10/2010,LACLEDE,121
7/10/2010,LAFAYETTE,61
7/10/2010,LAWRENCE,72
7/10/2010,LEWIS,12
7/10/2010,LINCOLN,133
7/10/2010,LINN,24
7/10/2010,LIVINGSTON,13
7/10/2010,MACON,23
7/10/2010,MADISON,15
7/10/2010,MARIES,13
7/10/2010,MARION,61
7/10/2010,MCDONALD,94
7/10/2010,MERCER,8
7/10/2010,MILLER,44
7/10/2010,MISSISSIPPI,39
7/10/2010,MONITEAU,20
7/10/2010,MONROE,16
7/10/2010,MONTGOMERY,14
7/10/2010,MORGAN,27
7/10/2010,NEW MADRID,37
7/10/2010,NEWTON,90
7/10/2010,NODAWAY,54
7/10/2010,OREGON,10
7/10/2010,OSAGE,14
7/10/2010,OZARK,6
7/10/2010,PEMISCOT,37
7/10/2010,PERRY,28
7/10/2010,PETTIS,78
7/10/2010,PHELPS,50
7/10/2010,PIKE,143
7/10/2010,PLATTE,100
7/10/2010,POLK,57
7/10/2010,PULASKI,36
7/10/2010,PUTNAM,3
7/10/2010,RALLS,15
7/10/2010,RANDOLPH,68
7/10/2010,RAY,71
7/10/2010,REYNOLDS,8
7/10/2010,RIPLEY,22
7/10/2010,SALINE,23
7/10/2010,SCHUYLER,7
7/10/2010,SCOTLAND,1
7/10/2010,SCOTT,77
7/10/2010,SHANNON,9
7/10/2010,SHELBY,6
7/10/2010,ST. CHARLES,517
7/10/2010,ST. CLAIR,13
7/10/2010,ST. FRANCOIS,119
7/10/2010,ST. LOUIS,785
7/10/2010,ST. LOUIS CITY,826
7/10/2010,STE. GENEVIEVE,27
7/10/2010,STODDARD,44
7/10/2010,STONE,125
7/10/2010,SULLIVAN,12
7/10/2010,TANEY,86
7/10/2010,TEXAS,33
7/10/2010,VERNON,20
7/10/2010,WARREN,70
7/10/2010,WASHINGTON,53
7/10/2010,WAYNE,20
7/10/2010,WEBSTER,61
7/10/2010,WORTH,4
7/10/2010,WRIGHT,42
9/11/2010,ADAIR,13
9/11/2010,ANDREW,13
9/11/2010,ATCHISON,3
9/11/2010,AUDRAIN,20
9/11/2010,BARRY,32
9/11/2010,BARTON,8
9/11/2010,BATES,23
9/11/2010,BENTON,10
9/11/2010,BOLLINGER,14
9/11/2010,BOONE,91
9/11/2010,BUCHANAN,133
9/11/2010,BUTLER,33
9/11/2010,CALDWELL,7
9/11/2010,CALLAWAY,44
9/11/2010,CAMDEN,61
9/11/2010,CAPE GIRARDEAU,58
9/11/2010,CARROLL,4
9/11/2010,CARTER,4
9/11/2010,CASS,95
9/11/2010,CEDAR,12
9/11/2010,CHARITON,6
9/11/2010,CHRISTIAN,91
9/11/2010,CLARK,3
9/11/2010,CLAY,183
9/11/2010,CLINTON,22
9/11/2010,COLE,58
9/11/2010,COOPER,24
9/11/2010,CRAWFORD,41
9/11/2010,DADE,9
9/11/2010,DALLAS,17
9/11/2010,DAVIESS,8
9/11/2010,DEKALB,3
9/11/2010,DENT,14
9/11/2010,DOUGLAS,8
9/11/2010,DUNKLIN,27
9/11/2010,FRANKLIN,181
9/11/2010,GASCONADE,26
9/11/2010,GENTRY,5
9/11/2010,GREENE,279
9/11/2010,GRUNDY,5
9/11/2010,HARRISON,7
9/11/2010,HENRY,22
9/11/2010,HICKORY,8
9/11/2010,HOLT,2
9/11/2010,HOWARD,5
9/11/2010,HOWELL,40
9/11/2010,IRON,11
9/11/2010,JACKSON,900
9/11/2010,JASPER,102
9/11/2010,JEFFERSON,343
9/11/2010,JOHNSON,61
9/11/2010,KNOX,3
9/11/2010,LACLEDE,50
9/11/2010,LAFAYETTE,41
9/11/2010,LAWRENCE,36
9/11/2010,LEWIS,3
9/11/2010,LINCOLN,95
9/11/2010,LINN,25
9/11/2010,LIVINGSTON,17
9/11/2010,MACON,11
9/11/2010,MADISON,14
9/11/2010,MARIES,12
9/11/2010,MARION,31
9/11/2010,MCDONALD,8
9/11/2010,MERCER,1
9/11/2010,MILLER,38
9/11/2010,MISSISSIPPI,28
9/11/2010,MONITEAU,17
9/11/2010,MONROE,8
9/11/2010,MONTGOMERY,17
9/11/2010,MORGAN,30
9/11/2010,NEW MADRID,20
9/11/2010,NEWTON,37
9/11/2010,NODAWAY,16
9/11/2010,OREGON,7
9/11/2010,OSAGE,9
9/11/2010,OZARK,9
9/11/2010,PEMISCOT,23
9/11/2010,PERRY,25
9/11/2010,PETTIS,49
9/11/2010,PHELPS,34
9/11/2010,PIKE,19
9/11/2010,PLATTE,72
9/11/2010,POLK,42
9/11/2010,PULASKI,23
9/11/2010,PUTNAM,0
9/11/2010,RALLS,5
9/11/2010,RANDOLPH,23
9/11/2010,RAY,24
9/11/2010,REYNOLDS,4
9/11/2010,RIPLEY,14
9/11/2010,SALINE,22
9/11/2010,SCHUYLER,1
9/11/2010,SCOTLAND,0
9/11/2010,SCOTT,53
9/11/2010,SHANNON,6
9/11/2010,SHELBY,3
9/11/2010,ST. CHARLES,405
9/11/2010,ST. CLAIR,5
9/11/2010,ST. FRANCOIS,85
9/11/2010,ST. LOUIS,1173
9/11/2010,ST. LOUIS CITY,415
9/11/2010,STE. GENEVIEVE,37
9/11/2010,STODDARD,36
9/11/2010,STONE,51
9/11/2010,SULLIVAN,4
9/11/2010,TANEY,93
9/11/2010,TEXAS,21
9/11/2010,VERNON,23
9/11/2010,WARREN,64
9/11/2010,WASHINGTON,61
9/11/2010,WAYNE,14
9/11/2010,WEBSTER,36
9/11/2010,WORTH,1
9/11/2010,WRIGHT,14
6/12/2010,ADAIR,19
6/12/2010,ANDREW,16
6/12/2010,ATCHISON,2
6/12/2010,AUDRAIN,20
6/12/2010,BARRY,31
6/12/2010,BARTON,15
6/12/2010,BATES,16
6/12/2010,BENTON,21
6/12/2010,BOLLINGER,16
6/12/2010,BOONE,183
6/12/2010,BUCHANAN,102
6/12/2010,BUTLER,50
6/12/2010,CALDWELL,16
6/12/2010,CALLAWAY,61
6/12/2010,CAMDEN,54
6/12/2010,CAPE GIRARDEAU,77
6/12/2010,CARROLL,17
6/12/2010,CARTER,7
6/12/2010,CASS,148
6/12/2010,CEDAR,10
6/12/2010,CHARITON,6
6/12/2010,CHRISTIAN,69
6/12/2010,CLARK,6
6/12/2010,CLAY,256
6/12/2010,CLINTON,24
6/12/2010,COLE,118
6/12/2010,COOPER,21
6/12/2010,CRAWFORD,41
6/12/2010,DADE,6
6/12/2010,DALLAS,32
6/12/2010,DAVIESS,4
6/12/2010,DEKALB,6
6/12/2010,DENT,10
6/12/2010,DOUGLAS,6
6/12/2010,DUNKLIN,34
6/12/2010,FRANKLIN,192
6/12/2010,GASCONADE,27
6/12/2010,GENTRY,2
6/12/2010,GREENE,230
6/12/2010,GRUNDY,6
6/12/2010,HARRISON,3
6/12/2010,HENRY,27
6/12/2010,HICKORY,14
6/12/2010,HOLT,2
6/12/2010,HOWARD,13
6/12/2010,HOWELL,105
6/12/2010,IRON,23
6/12/2010,JACKSON,1262
6/12/2010,JASPER,131
6/12/2010,JEFFERSON,348
6/12/2010,JOHNSON,61
6/12/2010,KNOX,10
6/12/2010,LACLEDE,61
6/12/2010,LAFAYETTE,42
6/12/2010,LAWRENCE,44
6/12/2010,LEWIS,4
6/12/2010,LINCOLN,114
6/12/2010,LINN,39
6/12/2010,LIVINGSTON,15
6/12/2010,MACON,18
6/12/2010,MADISON,14
6/12/2010,MARIES,15
6/12/2010,MARION,27
6/12/2010,MCDONALD,92
6/12/2010,MERCER,3
6/12/2010,MILLER,51
6/12/2010,MISSISSIPPI,30
6/12/2010,MONITEAU,18
6/12/2010,MONROE,4
6/12/2010,MONTGOMERY,20
6/12/2010,MORGAN,14
6/12/2010,NEW MADRID,22
6/12/2010,NEWTON,100
6/12/2010,NODAWAY,17
6/12/2010,OREGON,9
6/12/2010,OSAGE,33
6/12/2010,OZARK,6
6/12/2010,PEMISCOT,19
6/12/2010,PERRY,9
6/12/2010,PETTIS,69
6/12/2010,PHELPS,30
6/12/2010,PIKE,119
6/12/2010,PLATTE,92
6/12/2010,POLK,27
6/12/2010,PULASKI,35
6/12/2010,PUTNAM,3
6/12/2010,RALLS,11
6/12/2010,RANDOLPH,43
6/12/2010,RAY,32
6/12/2010,REYNOLDS,11
6/12/2010,RIPLEY,10
6/12/2010,SALINE,26
6/12/2010,SCHUYLER,4
6/12/2010,SCOTLAND,2
6/12/2010,SCOTT,61
6/12/2010,SHANNON,5
6/12/2010,SHELBY,5
6/12/2010,ST. CHARLES,584
6/12/2010,ST. CLAIR,12
6/12/2010,ST. FRANCOIS,89
6/12/2010,ST. LOUIS,1696
6/12/2010,ST. LOUIS CITY,786
6/12/2010,STE. GENEVIEVE,32
6/12/2010,STODDARD,43
6/12/2010,STONE,77
6/12/2010,SULLIVAN,3
6/12/2010,TANEY,76
6/12/2010,TEXAS,25
6/12/2010,VERNON,25
6/12/2010,WARREN,55
6/12/2010,WASHINGTON,32
6/12/2010,WAYNE,29
6/12/2010,WEBSTER,40
6/12/2010,WORTH,1
6/12/2010,WRIGHT,14
1/1/2011,ADAIR,72
1/1/2011,ANDREW,65
1/1/2011,ATCHISON,7
1/1/2011,AUDRAIN,39
1/1/2011,BARRY,125
1/1/2011,BARTON,4
1/1/2011,BATES,26
1/1/2011,BENTON,32
1/1/2011,BOLLINGER,23
1/1/2011,BOONE,253
1/1/2011,BUCHANAN,207
1/1/2011,BUTLER,137
1/1/2011,CALDWELL,29
1/1/2011,CALLAWAY,76
1/1/2011,CAMDEN,138
1/1/2011,CAPE GIRARDEAU,109
1/1/2011,CARROLL,20
1/1/2011,CARTER,21
1/1/2011,CASS,221
1/1/2011,CEDAR,29
1/1/2011,CHARITON,26
1/1/2011,CHRISTIAN,165
1/1/2011,CLARK,13
1/1/2011,CLAY,482
1/1/2011,CLINTON,66
1/1/2011,COLE,117
1/1/2011,COOPER,53
1/1/2011,CRAWFORD,53
1/1/2011,DADE,8
1/1/2011,DALLAS,32
1/1/2011,DAVIESS,14
1/1/2011,DEKALB,21
1/1/2011,DENT,18
1/1/2011,DOUGLAS,407
1/1/2011,DUNKLIN,93
1/1/2011,FRANKLIN,319
1/1/2011,GASCONADE,32
1/1/2011,GENTRY,17
1/1/2011,GREENE,379
1/1/2011,GRUNDY,18
1/1/2011,HARRISON,10
1/1/2011,HENRY,67
1/1/2011,HICKORY,12
1/1/2011,HOLT,17
1/1/2011,HOWARD,32
1/1/2011,HOWELL,149
1/1/2011,IRON,21
1/1/2011,JACKSON,1365
1/1/2011,JASPER,169
1/1/2011,JEFFERSON,521
1/1/2011,JOHNSON,92
1/1/2011,KNOX,20
1/1/2011,LACLEDE,179
1/1/2011,LAFAYETTE,93
1/1/2011,LAWRENCE,91
1/1/2011,LEWIS,22
1/1/2011,LINCOLN,177
1/1/2011,LINN,59
1/1/2011,LIVINGSTON,28
1/1/2011,MACON,42
1/1/2011,MADISON,26
1/1/2011,MARIES,20
1/1/2011,MARION,72
1/1/2011,MCDONALD,104
1/1/2011,MERCER,7
1/1/2011,MILLER,99
1/1/2011,MISSISSIPPI,53
1/1/2011,MONITEAU,41
1/1/2011,MONROE,24
1/1/2011,MONTGOMERY,34
1/1/2011,MORGAN,40
1/1/2011,NEW MADRID,74
1/1/2011,NEWTON,99
1/1/2011,NODAWAY,62
1/1/2011,OREGON,28
1/1/2011,OSAGE,26
1/1/2011,OZARK,82
1/1/2011,PEMISCOT,31
1/1/2011,PERRY,39
1/1/2011,PETTIS,109
1/1/2011,PHELPS,74
1/1/2011,PIKE,135
1/1/2011,PLATTE,178
1/1/2011,POLK,59
1/1/2011,PULASKI,117
1/1/2011,PUTNAM,5
1/1/2011,RALLS,42
1/1/2011,RANDOLPH,83
1/1/2011,RAY,76
1/1/2011,REYNOLDS,10
1/1/2011,RIPLEY,46
1/1/2011,SALINE,38
1/1/2011,SCHUYLER,11
1/1/2011,SCOTLAND,6
1/1/2011,SCOTT,133
1/1/2011,SHANNON,30
1/1/2011,SHELBY,18
1/1/2011,ST. CHARLES,654
1/1/2011,ST. CLAIR,17
1/1/2011,ST. FRANCOIS,150
1/1/2011,ST. LOUIS,1762
1/1/2011,ST. LOUIS CITY,693
1/1/2011,STE. GENEVIEVE,52
1/1/2011,STODDARD,122
1/1/2011,STONE,243
1/1/2011,SULLIVAN,8
1/1/2011,TANEY,418
1/1/2011,TEXAS,55
1/1/2011,VERNON,24
1/1/2011,WARREN,78
1/1/2011,WASHINGTON,86
1/1/2011,WAYNE,42
1/1/2011,WEBSTER,78
1/1/2011,WORTH,1
1/1/2011,WRIGHT,183
10/1/2011,ADAIR,14
10/1/2011,ANDREW,8
10/1/2011,ATCHISON,6
10/1/2011,AUDRAIN,24
10/1/2011,BARRY,12
10/1/2011,BARTON,7
10/1/2011,BATES,13
10/1/2011,BENTON,15
10/1/2011,BOLLINGER,12
10/1/2011,BOONE,98
10/1/2011,BUCHANAN,103
10/1/2011,BUTLER,50
10/1/2011,CALDWELL,9
10/1/2011,CALLAWAY,34
10/1/2011,CAMDEN,54
10/1/2011,CAPE GIRARDEAU,61
10/1/2011,CARROLL,5
10/1/2011,CARTER,11
10/1/2011,CASS,70
10/1/2011,CEDAR,14
10/1/2011,CHARITON,6
10/1/2011,CHRISTIAN,61
10/1/2011,CLARK,3
10/1/2011,CLAY,167
10/1/2011,CLINTON,11
10/1/2011,COLE,56
10/1/2011,COOPER,16
10/1/2011,CRAWFORD,37
10/1/2011,DADE,13
10/1/2011,DALLAS,15
10/1/2011,DAVIESS,5
10/1/2011,DEKALB,4
10/1/2011,DENT,14
10/1/2011,DOUGLAS,27
10/1/2011,DUNKLIN,28
10/1/2011,FRANKLIN,185
10/1/2011,GASCONADE,25
10/1/2011,GENTRY,4
10/1/2011,GREENE,253
10/1/2011,GRUNDY,5
10/1/2011,HARRISON,1
10/1/2011,HENRY,28
10/1/2011,HICKORY,14
10/1/2011,HOLT,1
10/1/2011,HOWARD,5
10/1/2011,HOWELL,73
10/1/2011,IRON,15
10/1/2011,JACKSON,803
10/1/2011,JASPER,93
10/1/2011,JEFFERSON,285
10/1/2011,JOHNSON,38
10/1/2011,KNOX,7
10/1/2011,LACLEDE,71
10/1/2011,LAFAYETTE,35
10/1/2011,LAWRENCE,28
10/1/2011,LEWIS,3
10/1/2011,LINCOLN,76
10/1/2011,LINN,10
10/1/2011,LIVINGSTON,7
10/1/2011,MACON,15
10/1/2011,MADISON,23
10/1/2011,MARIES,6
10/1/2011,MARION,21
10/1/2011,MCDONALD,70
10/1/2011,MERCER,0
10/1/2011,MILLER,36
10/1/2011,MISSISSIPPI,43
10/1/2011,MONITEAU,12
10/1/2011,MONROE,4
10/1/2011,MONTGOMERY,16
10/1/2011,MORGAN,21
10/1/2011,NEW MADRID,41
10/1/2011,NEWTON,44
10/1/2011,NODAWAY,8
10/1/2011,OREGON,6
10/1/2011,OSAGE,10
10/1/2011,OZARK,7
10/1/2011,PEMISCOT,16
10/1/2011,PERRY,11
10/1/2011,PETTIS,27
10/1/2011,PHELPS,35
10/1/2011,PIKE,78
10/1/2011,PLATTE,61
10/1/2011,POLK,23
10/1/2011,PULASKI,43
10/1/2011,PUTNAM,0
10/1/2011,RALLS,5
10/1/2011,RANDOLPH,14
10/1/2011,RAY,28
10/1/2011,REYNOLDS,8
10/1/2011,RIPLEY,19
10/1/2011,SALINE,13
10/1/2011,SCHUYLER,5
10/1/2011,SCOTLAND,1
10/1/2011,SCOTT,91
10/1/2011,SHANNON,12
10/1/2011,SHELBY,4
10/1/2011,ST. CHARLES,310
10/1/2011,ST. CLAIR,0
10/1/2011,ST. FRANCOIS,89
10/1/2011,ST. LOUIS,1122
10/1/2011,ST. LOUIS CITY,444
10/1/2011,STE. GENEVIEVE,22
10/1/2011,STODDARD,44
10/1/2011,STONE,75
10/1/2011,SULLIVAN,4
10/1/2011,TANEY,90
10/1/2011,TEXAS,25
10/1/2011,VERNON,16
10/1/2011,WARREN,44
10/1/2011,WASHINGTON,33
10/1/2011,WAYNE,8
10/1/2011,WEBSTER,30
10/1/2011,WORTH,0
10/1/2011,WRIGHT,32
4/2/2011,ADAIR,10
4/2/2011,ANDREW,10
4/2/2011,ATCHISON,4
4/2/2011,AUDRAIN,44
4/2/2011,BARRY,22
4/2/2011,BARTON,14
4/2/2011,BATES,20
4/2/2011,BENTON,15
4/2/2011,BOLLINGER,19
4/2/2011,BOONE,229
4/2/2011,BUCHANAN,100
4/2/2011,BUTLER,30
4/2/2011,CALDWELL,3
4/2/2011,CALLAWAY,58
4/2/2011,CAMDEN,44
4/2/2011,CAPE GIRARDEAU,66
4/2/2011,CARROLL,12
4/2/2011,CARTER,4
4/2/2011,CASS,78
4/2/2011,CEDAR,10
4/2/2011,CHARITON,3
4/2/2011,CHRISTIAN,89
4/2/2011,CLARK,3
4/2/2011,CLAY,198
4/2/2011,CLINTON,14
4/2/2011,COLE,64
4/2/2011,COOPER,28
4/2/2011,CRAWFORD,35
4/2/2011,DADE,3
4/2/2011,DALLAS,20
4/2/2011,DAVIESS,4
4/2/2011,DEKALB,9
4/2/2011,DENT,13
4/2/2011,DOUGLAS,15
4/2/2011,DUNKLIN,29
4/2/2011,FRANKLIN,165
4/2/2011,GASCONADE,20
4/2/2011,GENTRY,8
4/2/2011,GREENE,283
4/2/2011,GRUNDY,5
4/2/2011,HARRISON,6
4/2/2011,HENRY,21
4/2/2011,HICKORY,7
4/2/2011,HOLT,3
4/2/2011,HOWARD,7
4/2/2011,HOWELL,116
4/2/2011,IRON,14
4/2/2011,JACKSON,952
4/2/2011,JASPER,116
4/2/2011,JEFFERSON,300
4/2/2011,JOHNSON,41
4/2/2011,KNOX,7
4/2/2011,LACLEDE,48
4/2/2011,LAFAYETTE,47
4/2/2011,LAWRENCE,40
4/2/2011,LEWIS,2
4/2/2011,LINCOLN,109
4/2/2011,LINN,12
4/2/2011,LIVINGSTON,17
4/2/2011,MACON,9
4/2/2011,MADISON,16
4/2/2011,MARIES,15
4/2/2011,MARION,26
4/2/2011,MCDONALD,61
4/2/2011,MERCER,2
4/2/2011,MILLER,41
4/2/2011,MISSISSIPPI,37
4/2/2011,MONITEAU,17
4/2/2011,MONROE,6
4/2/2011,MONTGOMERY,29
4/2/2011,MORGAN,17
4/2/2011,NEW MADRID,35
4/2/2011,NEWTON,60
4/2/2011,NODAWAY,24
4/2/2011,OREGON,7
4/2/2011,OSAGE,10
4/2/2011,OZARK,3
4/2/2011,PEMISCOT,24
4/2/2011,PERRY,19
4/2/2011,PETTIS,31
4/2/2011,PHELPS,59
4/2/2011,PIKE,86
4/2/2011,PLATTE,69
4/2/2011,POLK,39
4/2/2011,PULASKI,39
4/2/2011,PUTNAM,5
4/2/2011,RALLS,11
4/2/2011,RANDOLPH,43
4/2/2011,RAY,20
4/2/2011,REYNOLDS,2
4/2/2011,RIPLEY,11
4/2/2011,SALINE,12
4/2/2011,SCHUYLER,2
4/2/2011,SCOTLAND,0
4/2/2011,SCOTT,61
4/2/2011,SHANNON,3
4/2/2011,SHELBY,2
4/2/2011,ST. CHARLES,415
4/2/2011,ST. CLAIR,7
4/2/2011,ST. FRANCOIS,91
4/2/2011,ST. LOUIS,1351
4/2/2011,ST. LOUIS CITY,538
4/2/2011,STE. GENEVIEVE,26
4/2/2011,STODDARD,33
4/2/2011,STONE,75
4/2/2011,SULLIVAN,6
4/2/2011,TANEY,94
4/2/2011,TEXAS,19
4/2/2011,VERNON,21
4/2/2011,WARREN,61
4/2/2011,WASHINGTON,42
4/2/2011,WAYNE,18
4/2/2011,WEBSTER,39
4/2/2011,WORTH,1
4/2/2011,WRIGHT,17
7/2/2011,ADAIR,14
7/2/2011,ANDREW,21
7/2/2011,ATCHISON,27
7/2/2011,AUDRAIN,31
7/2/2011,BARRY,50
7/2/2011,BARTON,4
7/2/2011,BATES,13
7/2/2011,BENTON,15
7/2/2011,BOLLINGER,18
7/2/2011,BOONE,131
7/2/2011,BUCHANAN,253
7/2/2011,BUTLER,223
7/2/2011,CALDWELL,7
7/2/2011,CALLAWAY,50
7/2/2011,CAMDEN,41
7/2/2011,CAPE GIRARDEAU,57
7/2/2011,CARROLL,7
7/2/2011,CARTER,14
7/2/2011,CASS,78
7/2/2011,CEDAR,7
7/2/2011,CHARITON,6
7/2/2011,CHRISTIAN,100
7/2/2011,CLARK,2
7/2/2011,CLAY,274
7/2/2011,CLINTON,29
7/2/2011,COLE,65
7/2/2011,COOPER,10
7/2/2011,CRAWFORD,38
7/2/2011,DADE,7
7/2/2011,DALLAS,21
7/2/2011,DAVIESS,5
7/2/2011,DEKALB,5
7/2/2011,DENT,17
7/2/2011,DOUGLAS,63
7/2/2011,DUNKLIN,46
7/2/2011,FRANKLIN,156
7/2/2011,GASCONADE,23
7/2/2011,GENTRY,5
7/2/2011,GREENE,240
7/2/2011,GRUNDY,8
7/2/2011,HARRISON,2
7/2/2011,HENRY,64
7/2/2011,HICKORY,8
7/2/2011,HOLT,12
7/2/2011,HOWARD,9
7/2/2011,HOWELL,114
7/2/2011,IRON,14
7/2/2011,JACKSON,1045
7/2/2011,JASPER,127
7/2/2011,JEFFERSON,241
7/2/2011,JOHNSON,52
7/2/2011,KNOX,12
7/2/2011,LACLEDE,64
7/2/2011,LAFAYETTE,29
7/2/2011,LAWRENCE,40
7/2/2011,LEWIS,3
7/2/2011,LINCOLN,67
7/2/2011,LINN,16
7/2/2011,LIVINGSTON,15
7/2/2011,MACON,13
7/2/2011,MADISON,10
7/2/2011,MARIES,9
7/2/2011,MARION,23
7/2/2011,MCDONALD,76
7/2/2011,MERCER,1
7/2/2011,MILLER,21
7/2/2011,MISSISSIPPI,28
7/2/2011,MONITEAU,5
7/2/2011,MONROE,7
7/2/2011,MONTGOMERY,21
7/2/2011,MORGAN,13
7/2/2011,NEW MADRID,27
7/2/2011,NEWTON,77
7/2/2011,NODAWAY,13
7/2/2011,OREGON,5
7/2/2011,OSAGE,9
7/2/2011,OZARK,18
7/2/2011,PEMISCOT,15
7/2/2011,PERRY,23
7/2/2011,PETTIS,49
7/2/2011,PHELPS,40
7/2/2011,PIKE,100
7/2/2011,PLATTE,78
7/2/2011,POLK,29
7/2/2011,PULASKI,21
7/2/2011,PUTNAM,4
7/2/2011,RALLS,12
7/2/2011,RANDOLPH,34
7/2/2011,RAY,32
7/2/2011,REYNOLDS,4
7/2/2011,RIPLEY,46
7/2/2011,SALINE,15
7/2/2011,SCHUYLER,3
7/2/2011,SCOTLAND,7
7/2/2011,SCOTT,55
7/2/2011,SHANNON,8
7/2/2011,SHELBY,8
7/2/2011,ST. CHARLES,327
7/2/2011,ST. CLAIR,21
7/2/2011,ST. FRANCOIS,81
7/2/2011,ST. LOUIS,1207
7/2/2011,ST. LOUIS CITY,518
7/2/2011,STE. GENEVIEVE,20
7/2/2011,STODDARD,57
7/2/2011,STONE,63
7/2/2011,SULLIVAN,4
7/2/2011,TANEY,60
7/2/2011,TEXAS,20
7/2/2011,VERNON,10
7/2/2011,WARREN,43
7/2/2011,WASHINGTON,22
7/2/2011,WAYNE,32
7/2/2011,WEBSTER,26
7/2/2011,WORTH,2
7/2/2011,WRIGHT,36
9/3/2011,ADAIR,21
9/3/2011,ANDREW,11
9/3/2011,ATCHISON,1
9/3/2011,AUDRAIN,23
9/3/2011,BARRY,17
9/3/2011,BARTON,8
9/3/2011,BATES,12
9/3/2011,BENTON,16
9/3/2011,BOLLINGER,12
9/3/2011,BOONE,133
9/3/2011,BUCHANAN,91
9/3/2011,BUTLER,56
9/3/2011,CALDWELL,13
9/3/2011,CALLAWAY,57
9/3/2011,CAMDEN,54
9/3/2011,CAPE GIRARDEAU,60
9/3/2011,CARROLL,7
9/3/2011,CARTER,10
9/3/2011,CASS,96
9/3/2011,CEDAR,13
9/3/2011,CHARITON,9
9/3/2011,CHRISTIAN,104
9/3/2011,CLARK,4
9/3/2011,CLAY,361
9/3/2011,CLINTON,29
9/3/2011,COLE,54
9/3/2011,COOPER,13
9/3/2011,CRAWFORD,40
9/3/2011,DADE,9
9/3/2011,DALLAS,26
9/3/2011,DAVIESS,5
9/3/2011,DEKALB,8
9/3/2011,DENT,11
9/3/2011,DOUGLAS,54
9/3/2011,DUNKLIN,23
9/3/2011,FRANKLIN,161
9/3/2011,GASCONADE,23
9/3/2011,GENTRY,5
9/3/2011,GREENE,339
9/3/2011,GRUNDY,19
9/3/2011,HARRISON,11
9/3/2011,HENRY,22
9/3/2011,HICKORY,13
9/3/2011,HOLT,7
9/3/2011,HOWARD,9
9/3/2011,HOWELL,129
9/3/2011,IRON,6
9/3/2011,JACKSON,1082
9/3/2011,JASPER,88
9/3/2011,JEFFERSON,324
9/3/2011,JOHNSON,51
9/3/2011,KNOX,11
9/3/2011,LACLEDE,98
9/3/2011,LAFAYETTE,39
9/3/2011,LAWRENCE,39
9/3/2011,LEWIS,4
9/3/2011,LINCOLN,78
9/3/2011,LINN,25
9/3/2011,LIVINGSTON,10
9/3/2011,MACON,23
9/3/2011,MADISON,12
9/3/2011,MARIES,12
9/3/2011,MARION,34
9/3/2011,MCDONALD,66
9/3/2011,MERCER,1
9/3/2011,MILLER,41
9/3/2011,MISSISSIPPI,22
9/3/2011,MONITEAU,14
9/3/2011,MONROE,11
9/3/2011,MONTGOMERY,24
9/3/2011,MORGAN,20
9/3/2011,NEW MADRID,24
9/3/2011,NEWTON,55
9/3/2011,NODAWAY,10
9/3/2011,OREGON,8
9/3/2011,OSAGE,15
9/3/2011,OZARK,5
9/3/2011,PEMISCOT,12
9/3/2011,PERRY,26
9/3/2011,PETTIS,54
9/3/2011,PHELPS,46
9/3/2011,PIKE,76
9/3/2011,PLATTE,122
9/3/2011,POLK,28
